organisation,project,provision-reason,specification,dataset
local-authority:HAE,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:HAE,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:HAE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:HAE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:HAG,,statutory,brownfield-land,brownfield-land
local-authority:HAG,,encouraged,developer-ageement,developer-agreement
local-authority:HAG,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:HAG,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:HAG,design-codes,prospective,design-code,design-code
local-authority:HAG,design-codes,prospective,design-code,design-code-area
local-authority:HAG,design-codes,prospective,design-code,design-code-rule
local-authority:HAG,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:HAG,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:HAG,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:HAG,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:HAG,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:HAG,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:HAG,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:HAG,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:HAL,,statutory,brownfield-land,brownfield-land
local-authority:HAL,,encouraged,developer-ageement,developer-agreement
local-authority:HAL,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:HAL,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:HAL,design-codes,prospective,design-code,design-code
local-authority:HAL,design-codes,prospective,design-code,design-code-area
local-authority:HAL,design-codes,prospective,design-code,design-code-rule
local-authority:HAL,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:HAL,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:HAL,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:HAL,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:HAL,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:HAL,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:HAL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:HAL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:HAO,,statutory,brownfield-land,brownfield-land
local-authority:HAO,,encouraged,developer-ageement,developer-agreement
local-authority:HAO,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:HAO,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:HAO,design-codes,prospective,design-code,design-code
local-authority:HAO,design-codes,prospective,design-code,design-code-area
local-authority:HAO,design-codes,prospective,design-code,design-code-rule
local-authority:HAO,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:HAO,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:HAO,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:HAO,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:HAO,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:HAO,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:HAO,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:HAO,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:HAR,,statutory,brownfield-land,brownfield-land
local-authority:HAR,,encouraged,developer-ageement,developer-agreement
local-authority:HAR,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:HAR,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:HAR,design-codes,prospective,design-code,design-code
local-authority:HAR,design-codes,prospective,design-code,design-code-area
local-authority:HAR,design-codes,prospective,design-code,design-code-rule
local-authority:HAR,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:HAR,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:HAR,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:HAR,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:HAR,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:HAR,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:HAR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:HAR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:HAS,,statutory,brownfield-land,brownfield-land
local-authority:HAS,,encouraged,developer-ageement,developer-agreement
local-authority:HAS,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:HAS,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:HAS,design-codes,prospective,design-code,design-code
local-authority:HAS,design-codes,prospective,design-code,design-code-area
local-authority:HAS,design-codes,prospective,design-code,design-code-rule
local-authority:HAS,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:HAS,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:HAS,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:HAS,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:HAS,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:HAS,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:HAS,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:HAS,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:HAT,,statutory,brownfield-land,brownfield-land
local-authority:HAT,,encouraged,developer-ageement,developer-agreement
local-authority:HAT,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:HAT,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:HAT,design-codes,prospective,design-code,design-code
local-authority:HAT,design-codes,prospective,design-code,design-code-area
local-authority:HAT,design-codes,prospective,design-code,design-code-rule
local-authority:HAT,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:HAT,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:HAT,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:HAT,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:HAT,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:HAT,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:HAT,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:HAT,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:HAV,,statutory,brownfield-land,brownfield-land
