dataset,field,field-dataset,guidance,hint,version
neighbourhood-forum,wikipedia,,,,1
non-designated-and-locally-listed-historic-asset,categories,,,,1
non-designated-and-locally-listed-historic-asset,documentation-url,,,,1
non-designated-and-locally-listed-historic-asset,end-date,,,,1
non-designated-and-locally-listed-historic-asset,entity,,,,1
non-designated-and-locally-listed-historic-asset,entry-date,,,,1
non-designated-and-locally-listed-historic-asset,geography,,,,1
non-designated-and-locally-listed-historic-asset,geometry,,,,1
non-designated-and-locally-listed-historic-asset,legislation,,,,1
non-designated-and-locally-listed-historic-asset,name,,,,1
non-designated-and-locally-listed-historic-asset,non-designated-and-locally-listed-historic-asset,,,,1
non-designated-and-locally-listed-historic-asset,notes,,,,1
non-designated-and-locally-listed-historic-asset,organisation,,,,1
non-designated-and-locally-listed-historic-asset,point,,,,1
non-designated-and-locally-listed-historic-asset,prefix,,,,1
non-designated-and-locally-listed-historic-asset,reference,,,,1
non-designated-and-locally-listed-historic-asset,start-date,,,,1
non-designated-archeology-asset-of-national-importance,categories,,,,1
non-designated-archeology-asset-of-national-importance,documentation-url,,,,1
non-designated-archeology-asset-of-national-importance,end-date,,,,1
non-designated-archeology-asset-of-national-importance,entity,,,,1
non-designated-archeology-asset-of-national-importance,entry-date,,,,1
non-designated-archeology-asset-of-national-importance,geography,,,,1
non-designated-archeology-asset-of-national-importance,geometry,,,,1
non-designated-archeology-asset-of-national-importance,legislation,,,,1
non-designated-archeology-asset-of-national-importance,name,,,,1
non-designated-archeology-asset-of-national-importance,non-designated-archeology-asset-of-national-importance,,,,1
non-designated-archeology-asset-of-national-importance,notes,,,,1
non-designated-archeology-asset-of-national-importance,organisation,,,,1
non-designated-archeology-asset-of-national-importance,point,,,,1
non-designated-archeology-asset-of-national-importance,prefix,,,,1
non-designated-archeology-asset-of-national-importance,reference,,,,1
non-designated-archeology-asset-of-national-importance,start-date,,,,1
nonprofit,company,,,,1
nonprofit,end-date,,,,1
nonprofit,entity,,,,1
nonprofit,entry-date,,,,1
nonprofit,name,,,,1
nonprofit,notes,,,,1
nonprofit,organisation,,,,1
nonprofit,prefix,,,,1
nonprofit,reference,,,,1
nonprofit,start-date,,,,1
nonprofit,twitter,,,,1
nonprofit,website,,,,1
nonprofit,wikidata,,,,1
nonprofit,wikipedia,,,,1
nuclear-safety-zone,categories,,,,1
nuclear-safety-zone,documentation-url,,,,1
nuclear-safety-zone,end-date,,,,1
nuclear-safety-zone,entity,,,,1
nuclear-safety-zone,entry-date,,,,1
nuclear-safety-zone,geography,,,,1
nuclear-safety-zone,geometry,,,,1
nuclear-safety-zone,legislation,,,,1
nuclear-safety-zone,name,,,,1
nuclear-safety-zone,notes,,,,1
nuclear-safety-zone,nuclear-safety-zone,,,,1
nuclear-safety-zone,organisation,,,,1
nuclear-safety-zone,point,,,,1
nuclear-safety-zone,prefix,,,,1
nuclear-safety-zone,reference,,,,1
nuclear-safety-zone,start-date,,,,1
old-entity,end-date,,,,1
old-entity,entity,,,,1
old-entity,entry-date,,,,1
old-entity,notes,,,,1
old-entity,old-entity,,,,1
old-entity,start-date,,,,1
old-entity,status,,,,1
old-resource,end-date,,,,1
old-resource,resource,,,,1
old-resource,entry-date,,,,1
old-resource,notes,,,,1
old-resource,old-resource,,,,1
old-resource,start-date,,,,1
old-resource,status,,,,1
open-space,documentation-url,,,,1
open-space,end-date,,,,1
open-space,entity,,,,1
open-space,entry-date,,,,1
open-space,geometry,,,,1
open-space,name,,,,1
open-space,notes,,,,1
open-space,open-space,,,,1
open-space,organisation,,,,1
open-space,point,,,,1
open-space,prefix,,,,1
open-space,reference,,,,1
open-space,start-date,,,,1
organisation-dataset,dataset,,,,1
organisation-dataset,end-date,,,,1
organisation-dataset,entry-date,,,,1
organisation-dataset,notes,,,,1
organisation-dataset,organisation,,,,1
organisation-dataset,project,,,,1
organisation-dataset,provision-reason,,,,1
organisation-dataset,specification,,,,1
organisation-dataset,start-date,,,,1
organisation,addressbase-custodian,,,,1
organisation,billing-authority,,,,1
organisation,census-area,,,,1
organisation,combined-authority,,,,1
organisation,company,,,,1
organisation,end-date,,,,1
organisation,entity,,,,1
organisation,entry-date,,,,1
organisation,esd-inventory,,,,1
organisation,local-authority-type,,,,1
organisation,local-resilience-forum,,,,1
organisation,name,,,,1
organisation,notes,,,,1
organisation,official-name,,,,1
organisation,opendatacommunities-uri,,,,1
organisation,organisation,,,,1
organisation,parliament-thesaurus,,,,1
organisation,prefix,,,,1
organisation,reference,,,,1
organisation,region,,,,1
organisation,shielding-hub,,,,1
organisation,start-date,,,,1
organisation,statistical-geography,,,,1
organisation,twitter,,,,1
organisation,website,,,,1
organisation,wikidata,,,,1
organisation,wikipedia,,,,1
ownership-status,description,,,,1
ownership-status,end-date,,,,1
ownership-status,entity,,,,1
ownership-status,entry-date,,,,1
ownership-status,name,,,,1
ownership-status,notes,,,,1
ownership-status,prefix,,,,1
ownership-status,reference,,,,1
ownership-status,start-date,,,,1
parish,documentation-url,,,,1
parish,end-date,,,,1
parish,entity,,,,1
parish,entry-date,,,,1
parish,geometry,,,,1
parish,name,,,,1
parish,notes,,,,1
parish,organisation,,,,1
parish,parish,,,,1
parish,point,,,,1
parish,prefix,,,,1
parish,reference,,,,1
parish,start-date,,,,1
park-and-garden-grade,end-date,,,,1
park-and-garden-grade,entity,,,,1
park-and-garden-grade,entry-date,,,,1
park-and-garden-grade,name,,,,1
park-and-garden-grade,notes,,,,1
park-and-garden-grade,park-and-garden-grade,,,,1
park-and-garden-grade,prefix,,,,1
park-and-garden-grade,reference,,,,1
park-and-garden-grade,start-date,,,,1
park-and-garden,documentation-url,,,,1
park-and-garden,end-date,,,,1
park-and-garden,entity,,,,1
park-and-garden,entry-date,,,,1
park-and-garden,geometry,,,,1
park-and-garden,name,,,,1
park-and-garden,notes,,,,1
park-and-garden,park-and-garden,,,,1
park-and-garden,park-and-garden-grade,,,,1
park-and-garden,point,,,,1
park-and-garden,prefix,,,,1
park-and-garden,reference,,,,1
park-and-garden,start-date,,,,1
passenger-transport-executive,billing-authority,,,,1
passenger-transport-executive,company,,,,1
passenger-transport-executive,end-date,,,,1
passenger-transport-executive,entity,,,,1
passenger-transport-executive,entry-date,,,,1
passenger-transport-executive,name,,,,1
passenger-transport-executive,notes,,,,1
passenger-transport-executive,opendatacommunities-uri,,,,1
passenger-transport-executive,parliament-thesaurus,,,,1
passenger-transport-executive,prefix,,,,1
passenger-transport-executive,reference,,,,1
passenger-transport-executive,region,,,,1
passenger-transport-executive,start-date,,,,1
passenger-transport-executive,statistical-geography,,,,1
passenger-transport-executive,twitter,,,,1
passenger-transport-executive,website,,,,1
passenger-transport-executive,wikidata,,,,1
passenger-transport-executive,wikipedia,,,,1
patch,dataset,,,,1
patch,end-date,,,,1
patch,endpoint,,,,1
patch,entry-date,,,,1
patch,entry-number,,,,1
patch,field,,,,1
patch,pattern,,,,1
patch,resource,,,,1
patch,start-date,,,,1
patch,value,,,,1
permitted-development-right-part,description,,,,1
permitted-development-right-part,end-date,,,,1
permitted-development-right-part,entity,,,,1
permitted-development-right-part,entry-date,,,,1
permitted-development-right-part,name,,,,1
permitted-development-right-part,notes,,,,1
permitted-development-right-part,prefix,,,,1
permitted-development-right-part,reference,,,,1
permitted-development-right-part,start-date,,,,1
permitted-development-right,description,,,,1
permitted-development-right,documentation-url,,,,1
permitted-development-right,end-date,,,,1
permitted-development-right,entity,,,,1
permitted-development-right,entry-date,,,,1
permitted-development-right,name,,,,1
permitted-development-right,notes,,,,1
permitted-development-right,permitted-development-right-part,,,,1
permitted-development-right,prefix,,,,1
permitted-development-right,reference,,,,1
permitted-development-right,start-date,,,,1
phase,description,,,,1
phase,end-date,,,,1
phase,entry-date,,,,1
phase,name,,,,1
phase,reference,,,,1
phase,start-date,,,,1
planning-application-document,description,,,,1
planning-application-document,planning-application,,,,1
planning-application-document,document-type,planning-application-document-type,,,1
planning-application-document,document-url,,,,1
planning-application-document,documentation-url,,,,1
planning-application-document,end-date,,,,1
planning-application-document,entity,,,,1
planning-application-document,entry-date,,,,1
planning-application-document,name,,,,1
planning-application-document,notes,,,,1
planning-application-document,organisation,,,,1
planning-application-document,prefix,,,,1
planning-application-document,reference,,,,1
planning-application-document,start-date,,,,1
planning-application-log,planning-application,,,,1
planning-application-log,planning-application-status,,,,1
planning-application-log,document-url,,,,1
planning-application-log,documentation-url,,,,1
planning-application-log,end-date,,,,1
planning-application-log,entity,,,,1
planning-application-log,entry-date,,,,1
planning-application-log,event-date,,,,1
planning-application-log,name,,,,1
planning-application-log,notes,,,,1
planning-application-log,organisation,,,,1
planning-application-log,prefix,,,,1
planning-application-log,reference,,,,1
planning-application-log,start-date,,,,1
planning-application-status,end-date,,,,1
planning-application-status,entity,,,,1
planning-application-status,entry-date,,,,1
planning-application-status,name,,,,1
planning-application-status,notes,,,,1
planning-application-status,prefix,,,,1
planning-application-status,reference,,,,1
planning-application-status,start-date,,,,1
planning-application-type,end-date,,,,1
planning-application-type,entity,,,,1
planning-application-type,entry-date,,,,1
planning-application-type,name,,,,1
planning-application-type,notes,,,,1
planning-application-type,prefix,,,,1
planning-application-type,reference,,,,1
planning-application-type,planning-application-category,,,,1
planning-application-type,start-date,,,,1
planning-application,uprn,,,,1
planning-application,address-text,,,,1
planning-application,decision-date,,,,1
planning-application,description,,,,1
planning-application,development-classification,,,,1
planning-application,documentation-url,,,,1
planning-application,end-date,,,,1
planning-application,entity,,,,1
planning-application,entry-date,,,,1
planning-application,geometry,,,,1
planning-application,ground-area,,,,1
planning-application,name,,,,1
planning-application,notes,,,,1
planning-application,organisation,,,,1
planning-application,point,,,,1
planning-application,planning-application-status,,,,1
planning-application,planning-application-type,,,,1
planning-application,planning-decision,,,,1
planning-application,planning-decision-type,,,,1
planning-application,point,,,,1
planning-application,prefix,,,,1
planning-application,reference,,,,1
planning-application,start-date,,,,1
planning-decision-type,end-date,,,,1
planning-decision-type,entity,,,,1
planning-decision-type,entry-date,,,,1
planning-decision-type,name,,,,1
planning-decision-type,notes,,,,1
planning-decision-type,prefix,,,,1
planning-decision-type,reference,,,,1
planning-decision-type,start-date,,,,1
planning-decision,end-date,,,,1
planning-decision,entity,,,,1
planning-decision,entry-date,,,,1
planning-decision,name,,,,1
planning-decision,notes,,,,1
planning-decision,prefix,,,,1
planning-decision,reference,,,,1
planning-decision,start-date,,,,1
planning-development-category,end-date,,,,1
planning-development-category,entity,,,,1
planning-development-category,entry-date,,,,1
planning-development-category,name,,,,1
planning-development-category,notes,,,,1
planning-development-category,prefix,,,,1
planning-development-category,reference,,,,1
planning-development-category,start-date,,,,1
planning-permission-status,description,,,,1
planning-permission-status,end-date,,,,1
planning-permission-status,entity,,,,1
planning-permission-status,entry-date,,,,1
planning-permission-status,name,,,,1
planning-permission-status,notes,,,,1
planning-permission-status,prefix,,,,1
planning-permission-status,reference,,,,1
planning-permission-status,start-date,,,,1
planning-permission-type,description,,,,1
planning-permission-type,end-date,,,,1
planning-permission-type,entity,,,,1
planning-permission-type,entry-date,,,,1
planning-permission-type,name,,,,1
planning-permission-type,notes,,,,1
planning-permission-type,prefix,,,,1
planning-permission-type,reference,,,,1
planning-permission-type,start-date,,,,1
policy,categories,,,,1
policy,description,,,,1
policy,end-date,,,,1
policy,entity,,,,1
policy,entry-date,,,,1
policy,geographies,,,,1
policy,name,,,,1
policy,notes,,,,1
policy,organisation,,,,1
policy,policy,,,,1
policy,prefix,,,,1
policy,reference,,,,1
policy,start-date,,,,1
prefix,end-date,,,,1
prefix,entry-date,,,,1
prefix,prefix,,,,1
prefix,prefix-uri,,,,1
prefix,organisation,,,,1
prefix,start-date,,,,1
project-status,description,,,,1
project-status,end-date,,,,1
project-status,entry-date,,,,1
project-status,name,,,,1
project-status,project-status,,,,1
project-status,start-date,,,,1
project,description,,,,1
project,end-date,,,,1
project,entry-date,,,,1
project,name,,,,1
project,project,,,,1
project,project-status,,,,1
project,provision-reason,,,,1
project,specifications,,,,1
project,start-date,,,,1
proposed-ramsar-site,categories,,,,1
proposed-ramsar-site,documentation-url,,,,1
proposed-ramsar-site,end-date,,,,1
proposed-ramsar-site,entity,,,,1
proposed-ramsar-site,entry-date,,,,1
proposed-ramsar-site,geography,,,,1
proposed-ramsar-site,geometry,,,,1
proposed-ramsar-site,legislation,,,,1
proposed-ramsar-site,name,,,,1
proposed-ramsar-site,notes,,,,1
proposed-ramsar-site,organisation,,,,1
proposed-ramsar-site,point,,,,1
proposed-ramsar-site,prefix,,,,1
proposed-ramsar-site,proposed-ramsar-site,,,,1
proposed-ramsar-site,reference,,,,1
proposed-ramsar-site,start-date,,,,1
protected-land,categories,,,,1
protected-land,documentation-url,,,,1
protected-land,end-date,,,,1
protected-land,entity,,,,1
protected-land,entry-date,,,,1
protected-land,geography,,,,1
protected-land,geometry,,,,1
protected-land,legislation,,,,1
protected-land,name,,,,1
protected-land,notes,,,,1
protected-land,organisation,,,,1
protected-land,point,,,,1
protected-land,prefix,,,,1
protected-land,protected-land,,,,1
protected-land,reference,,,,1
protected-land,start-date,,,,1
protected-view,categories,,,,1
protected-view,documentation-url,,,,1
protected-view,end-date,,,,1
protected-view,entity,,,,1
protected-view,entry-date,,,,1
protected-view,geography,,,,1
protected-view,geometry,,,,1
protected-view,legislation,,,,1
protected-view,name,,,,1
protected-view,notes,,,,1
protected-view,organisation,,,,1
protected-view,point,,,,1
protected-view,prefix,,,,1
protected-view,protected-view,,,,1
protected-view,reference,,,,1
protected-view,start-date,,,,1
protected-wreck-site,documentation-url,,,,1
protected-wreck-site,end-date,,,,1
protected-wreck-site,entity,,,,1
protected-wreck-site,entry-date,,,,1
protected-wreck-site,geometry,,,,1
protected-wreck-site,legislation,,,,1
protected-wreck-site,name,,,,1
protected-wreck-site,notes,,,,1
protected-wreck-site,prefix,,,,1
protected-wreck-site,protected-wreck-site,,,,1
protected-wreck-site,reference,,,,1
protected-wreck-site,start-date,,,,1
provenance,end-date,,,,1
provenance,entry-date,,,,1
provenance,field,,,,1
provenance,provenance,,,,1
provenance,resource,,,,1
provenance,start-date,,,,1
provenance,value,,,,1
provision-reason,description,,,,1
provision-reason,end-date,,,,1
provision-reason,entity,,,,1
provision-reason,entry-date,,,,1
provision-reason,name,,,,1
provision-reason,prefix,,,,1
provision-reason,provision-reason,,,,1
provision-reason,reference,,,,1
provision-reason,start-date,,,,1
public-authority,company,,,,1
public-authority,end-date,,,,1
public-authority,entity,,,,1
public-authority,entry-date,,,,1
public-authority,name,,,,1
public-authority,notes,,,,1
public-authority,parliament-thesaurus,,,,1
public-authority,prefix,,,,1
public-authority,reference,,,,1
public-authority,start-date,,,,1
public-authority,statistical-geography,,,,1
public-authority,twitter,,,,1
public-authority,website,,,,1
public-authority,wikidata,,,,1
public-authority,wikipedia,,,,1
public-safety-zone-around-airport,categories,,,,1
public-safety-zone-around-airport,documentation-url,,,,1
public-safety-zone-around-airport,end-date,,,,1
public-safety-zone-around-airport,entity,,,,1
public-safety-zone-around-airport,entry-date,,,,1
public-safety-zone-around-airport,geography,,,,1
public-safety-zone-around-airport,geometry,,,,1
public-safety-zone-around-airport,legislation,,,,1
public-safety-zone-around-airport,name,,,,1
public-safety-zone-around-airport,notes,,,,1
public-safety-zone-around-airport,organisation,,,,1
public-safety-zone-around-airport,point,,,,1
public-safety-zone-around-airport,prefix,,,,1
public-safety-zone-around-airport,public-safety-zone-around-airport,,,,1
public-safety-zone-around-airport,reference,,,,1
public-safety-zone-around-airport,start-date,,,,1
ramsar,documentation-url,,,,1
ramsar,end-date,,,,1
ramsar,entity,,,,1
ramsar,entry-date,,,,1
ramsar,geometry,,,,1
ramsar,name,,,,1
ramsar,notes,,,,1
ramsar,organisation,,,,1
ramsar,point,,,,1
ramsar,prefix,,,,1
ramsar,ramsar,,,,1
ramsar,ramsar-site,,,,1
ramsar,reference,,,,1
ramsar,special-protection-area,,,,1
ramsar,start-date,,,,1
ramsar,wikidata,,,,1
ramsar,wikipedia,,,,1
realm,description,,,,1
realm,end-date,,,,1
realm,entry-date,,,,1
realm,name,,,,1
realm,reference,,,,1
realm,start-date,,,,1
reference,end-date,,,,1
reference,entity,,,,1
reference,entry-date,,,,1
reference,prefix,,,,1
reference,start-date,,,,1
reference,reference,,,,1
region,documentation-url,,,,1
region,end-date,,,,1
region,entity,,,,1
region,entry-date,,,,1
region,geometry,,,,1
region,name,,,,1
region,notes,,,,1
region,organisation,,,,1
region,point,,,,1
region,prefix,,,,1
region,reference,,,,1
region,region,,,,1
region,start-date,,,,1
regional-park-authority,billing-authority,,,,1
regional-park-authority,end-date,,,,1
regional-park-authority,entity,,,,1
regional-park-authority,entry-date,,,,1
regional-park-authority,name,,,,1
regional-park-authority,notes,,,,1
regional-park-authority,opendatacommunities-uri,,,,1
regional-park-authority,parliament-thesaurus,,,,1
regional-park-authority,prefix,,,,1
regional-park-authority,reference,,,,1
regional-park-authority,region,,,,1
regional-park-authority,start-date,,,,1
regional-park-authority,statistical-geography,,,,1
regional-park-authority,twitter,,,,1
regional-park-authority,website,,,,1
regional-park-authority,wikidata,,,,1
regional-park-authority,wikipedia,,,,1
resource,bytes,,,,1
resource,end-date,,,,1
resource,datasets,,,,1
resource,endpoints,,,,1
resource,entry-date,,,,1
resource,mime-type,,,,1
resource,organisations,,,,1
resource,resource,,,,1
resource,start-date,,,,1
safeguarded-aerodrome,categories,,,,1
safeguarded-aerodrome,documentation-url,,,,1
safeguarded-aerodrome,end-date,,,,1
safeguarded-aerodrome,entity,,,,1
safeguarded-aerodrome,entry-date,,,,1
safeguarded-aerodrome,geography,,,,1
safeguarded-aerodrome,geometry,,,,1
safeguarded-aerodrome,legislation,,,,1
safeguarded-aerodrome,name,,,,1
safeguarded-aerodrome,notes,,,,1
safeguarded-aerodrome,organisation,,,,1
safeguarded-aerodrome,point,,,,1
safeguarded-aerodrome,prefix,,,,1
safeguarded-aerodrome,reference,,,,1
safeguarded-aerodrome,safeguarded-aerodrome,,,,1
safeguarded-aerodrome,start-date,,,,1
safeguarded-military-explosives-site,categories,,,,1
safeguarded-military-explosives-site,documentation-url,,,,1
safeguarded-military-explosives-site,end-date,,,,1
safeguarded-military-explosives-site,entity,,,,1
safeguarded-military-explosives-site,entry-date,,,,1
safeguarded-military-explosives-site,geography,,,,1
safeguarded-military-explosives-site,geometry,,,,1
safeguarded-military-explosives-site,legislation,,,,1
safeguarded-military-explosives-site,name,,,,1
safeguarded-military-explosives-site,notes,,,,1
safeguarded-military-explosives-site,organisation,,,,1
safeguarded-military-explosives-site,point,,,,1
safeguarded-military-explosives-site,prefix,,,,1
safeguarded-military-explosives-site,reference,,,,1
safeguarded-military-explosives-site,safeguarded-military-explosives-site,,,,1
safeguarded-military-explosives-site,start-date,,,,1
safeguarded-wharf,categories,,,,1
safeguarded-wharf,documentation-url,,,,1
safeguarded-wharf,end-date,,,,1
safeguarded-wharf,entity,,,,1
safeguarded-wharf,entry-date,,,,1
safeguarded-wharf,geography,,,,1
safeguarded-wharf,geometry,,,,1
safeguarded-wharf,legislation,,,,1
safeguarded-wharf,name,,,,1
safeguarded-wharf,notes,,,,1
safeguarded-wharf,organisation,,,,1
safeguarded-wharf,point,,,,1
safeguarded-wharf,prefix,,,,1
safeguarded-wharf,reference,,,,1
safeguarded-wharf,safeguarded-wharf,,,,1
safeguarded-wharf,start-date,,,,1
safety-hazard-area,categories,,,,1
safety-hazard-area,documentation-url,,,,1
safety-hazard-area,end-date,,,,1
safety-hazard-area,entity,,,,1
safety-hazard-area,entry-date,,,,1
safety-hazard-area,geography,,,,1
safety-hazard-area,geometry,,,,1
safety-hazard-area,legislation,,,,1
safety-hazard-area,name,,,,1
safety-hazard-area,notes,,,,1
safety-hazard-area,organisation,,,,1
safety-hazard-area,point,,,,1
safety-hazard-area,prefix,,,,1
safety-hazard-area,reference,,,,1
safety-hazard-area,safety-hazard-area,,,,1
safety-hazard-area,start-date,,,,1
scheduled-monument,categories,,,,1
scheduled-monument,documentation-url,,,,1
scheduled-monument,end-date,,,,1
scheduled-monument,entity,,,,1
scheduled-monument,entry-date,,,,1
scheduled-monument,geography,,,,1
scheduled-monument,geometry,,,,1
scheduled-monument,legislation,,,,1
scheduled-monument,name,,,,1
scheduled-monument,notes,,,,1
scheduled-monument,organisation,,,,1
scheduled-monument,point,,,,1
scheduled-monument,prefix,,,,1
scheduled-monument,reference,,,,1
scheduled-monument,scheduled-monument,,,,1
scheduled-monument,start-date,,,,1
schema-field,end-date,,,,1
schema-field,entry-date,,,,1
schema-field,field,,,,1
schema-field,schema,,,,1
schema-field,start-date,,,,1
schema,description,,,,1
schema,end-date,,,,1
schema,entry-date,,,,1
schema,key-field,,,,1
schema,name,,,,1
schema,schema,,,,1
schema,start-date,,,,1
self-and-custom-buildarea,categories,,,,1
self-and-custom-buildarea,documentation-url,,,,1
self-and-custom-buildarea,end-date,,,,1
self-and-custom-buildarea,entity,,,,1
self-and-custom-buildarea,entry-date,,,,1
self-and-custom-buildarea,geography,,,,1
self-and-custom-buildarea,geometry,,,,1
self-and-custom-buildarea,legislation,,,,1
self-and-custom-buildarea,name,,,,1
self-and-custom-buildarea,notes,,,,1
self-and-custom-buildarea,organisation,,,,1
self-and-custom-buildarea,point,,,,1
self-and-custom-buildarea,prefix,,,,1
self-and-custom-buildarea,reference,,,,1
self-and-custom-buildarea,self-and-custom-buildarea,,,,1
self-and-custom-buildarea,start-date,,,,1
severity,description,,,,1
severity,end-date,,,,1
severity,entry-date,,,,1
severity,name,,,,1
severity,severity,,,,1
severity,start-date,,,,1
site-category,end-date,,,,1
site-category,entity,,,,1
site-category,entry-date,,,,1
site-category,name,,,,1
site-category,notes,,,,1
site-category,prefix,,,,1
site-category,reference,,,,1
site-category,site-category,,,,1
site-category,start-date,,,,1
site-of-special-scientific-interest,document-url,,,,1
site-of-special-scientific-interest,documentation-url,,,,1
site-of-special-scientific-interest,end-date,,,,1
site-of-special-scientific-interest,entity,,,,1
site-of-special-scientific-interest,entry-date,,,,1
site-of-special-scientific-interest,geography,,,,1
site-of-special-scientific-interest,geometry,,,,1
site-of-special-scientific-interest,name,,,,1
site-of-special-scientific-interest,notes,,,,1
site-of-special-scientific-interest,organisation,,,,1
site-of-special-scientific-interest,point,,,,1
site-of-special-scientific-interest,prefix,,,,1
site-of-special-scientific-interest,reference,,,,1
site-of-special-scientific-interest,start-date,,,,1
site-of-special-scientific-interest,wikidata,,,,1
site-of-special-scientific-interest,wikipedia,,,,1
skip,dataset,,,,1
skip,end-date,,,,1
skip,endpoint,,,,1
skip,entry-date,,,,1
skip,entry-number,,,,1
skip,pattern,,,,1
skip,resource,,,,1
skip,start-date,,,,1
source,attribution,,,,1
source,collection,,,,1
source,documentation-url,,,,1
source,end-date,,,,1
source,endpoint,,,,1
source,entry-date,,,,1
source,licence,,,,1
source,organisation,,,,1
source,pipelines,,,,1
source,source,,,,1
source,start-date,,,,1
special-area-of-conservation,categories,,,,1
special-area-of-conservation,documentation-url,,,,1
special-area-of-conservation,end-date,,,,1
special-area-of-conservation,entity,,,,1
special-area-of-conservation,entry-date,,,,1
special-area-of-conservation,geography,,,,1
special-area-of-conservation,geometry,,,,1
special-area-of-conservation,legislation,,,,1
special-area-of-conservation,name,,,,1
special-area-of-conservation,notes,,,,1
special-area-of-conservation,organisation,,,,1
special-area-of-conservation,point,,,,1
special-area-of-conservation,prefix,,,,1
special-area-of-conservation,reference,,,,1
special-area-of-conservation,special-area-of-conservation,,,,1
special-area-of-conservation,start-date,,,,1
special-protection-area,description,,,,1
special-protection-area,document-url,,,,1
special-protection-area,documentation-url,,,,1
special-protection-area,end-date,,,,1
special-protection-area,entity,,,,1
special-protection-area,entry-date,,,,1
special-protection-area,geometry,,,,1
special-protection-area,name,,,,1
special-protection-area,notes,,,,1
special-protection-area,organisation,,,,1
special-protection-area,point,,,,1
special-protection-area,prefix,,,,1
special-protection-area,reference,,,,1
special-protection-area,start-date,,,,1
special-protection-area,wikidata,,,,1
special-protection-area,wikipedia,,,,1
specification-status,description,,,,1
specification-status,end-date,,,,1
specification-status,entry-date,,,,1
specification-status,specification-status,,,,1
specification-status,name,,,,1
specification-status,start-date,,,,1
specification,datasets,,,,1
specification,description,,,,1
specification,end-date,,,,1
specification,entry-date,,,,1
specification,name,,,,1
specification,json,,,,1
specification,prefix,,,,1
specification,specification,,,,1
specification,specification-status,,,,1
specification,documentation-url,,,,1
specification,start-date,,,,1
specification,version,,,,1
street,end-date,,,,1
street,entity,,,,1
street,entry-date,,,,1
street,name,,,,1
street,notes,,,,1
street,prefix,,,,1
street,reference,,,,1
street,start-date,,,,1
street,street,,,,1
suitable-alternative-green-space,categories,,,,1
suitable-alternative-green-space,documentation-url,,,,1
suitable-alternative-green-space,end-date,,,,1
suitable-alternative-green-space,entity,,,,1
suitable-alternative-green-space,entry-date,,,,1
suitable-alternative-green-space,geography,,,,1
suitable-alternative-green-space,geometry,,,,1
suitable-alternative-green-space,legislation,,,,1
suitable-alternative-green-space,name,,,,1
suitable-alternative-green-space,notes,,,,1
suitable-alternative-green-space,organisation,,,,1
suitable-alternative-green-space,point,,,,1
suitable-alternative-green-space,prefix,,,,1
suitable-alternative-green-space,reference,,,,1
suitable-alternative-green-space,start-date,,,,1
suitable-alternative-green-space,suitable-alternative-green-space,,,,1
theme,end-date,,,,1
theme,entry-date,,,,1
theme,name,,,,1
theme,start-date,,,,1
theme,theme,,,,1
transform,dataset,,,,1
transform,end-date,,,,1
transform,endpoint,,,,1
transform,entry-date,,,,1
transform,entry-number,,,,1
transform,field,,,,1
transform,replacement-field,,,,1
transform,resource,,,,1
transform,start-date,,,,1
transport-under-tcpa-route,categories,,,,1
transport-under-tcpa-route,documentation-url,,,,1
transport-under-tcpa-route,end-date,,,,1
transport-under-tcpa-route,entity,,,,1
transport-under-tcpa-route,entry-date,,,,1
transport-under-tcpa-route,geography,,,,1
transport-under-tcpa-route,geometry,,,,1
transport-under-tcpa-route,legislation,,,,1
transport-under-tcpa-route,name,,,,1
transport-under-tcpa-route,notes,,,,1
transport-under-tcpa-route,organisation,,,,1
transport-under-tcpa-route,point,,,,1
transport-under-tcpa-route,prefix,,,,1
transport-under-tcpa-route,reference,,,,1
transport-under-tcpa-route,start-date,,,,1
transport-under-tcpa-route,transport-under-tcpa-route,,,,1
tree-preservation-order,description,,,,1
tree-preservation-order,document-url,,,,1
tree-preservation-order,documentation-url,,,,1
tree-preservation-order,end-date,,,,1
tree-preservation-order,entity,,,,1
tree-preservation-order,entry-date,,,,1
tree-preservation-order,legislation,,,,1
tree-preservation-order,name,,,,1
tree-preservation-order,notes,,,,1
tree-preservation-order,organisation,,,,1
tree-preservation-order,prefix,,,,1
tree-preservation-order,reference,,,,1
tree-preservation-order,start-date,,,,1
tree-preservation-zone-type,end-date,,,,1
tree-preservation-zone-type,entity,,,,1
tree-preservation-zone-type,entry-date,,,,1
tree-preservation-zone-type,name,,,,1
tree-preservation-zone-type,notes,,,,1
tree-preservation-zone-type,prefix,,,,1
tree-preservation-zone-type,reference,,,,1
tree-preservation-zone-type,start-date,,,,1
tree-preservation-zone,address-text,,,,1
tree-preservation-zone,description,,,,1
tree-preservation-zone,end-date,,,,1
tree-preservation-zone,entity,,,,1
tree-preservation-zone,entry-date,,,,1
tree-preservation-zone,geometry,,,,1
tree-preservation-zone,name,,,,1
tree-preservation-zone,notes,,,,1
tree-preservation-zone,organisation,,,,1
tree-preservation-zone,point,,,,1
tree-preservation-zone,prefix,,,,1
tree-preservation-zone,reference,,,,1
tree-preservation-zone,start-date,,,,1
tree-preservation-zone,tree-preservation-order,,,,1
tree-preservation-zone,tree-preservation-type,,,,1
tree-preservation-zone,tree-species-list,,,,1
tree-preservation-zone,uprn,,,,1
